Country,Country Code,Series,Series Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 8: Motivating teachers to perform,SABER.TECH.GOAL8,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 8 Lever 3: Is teacher compensation linked to performance?,SABER.TECH.GOAL8.LVL3,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 8 Lever 2: Are there mechanisms to hold teachers accountable?,SABER.TECH.GOAL8.LVL2,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 8 Lever 1: Are career opportunities linked to performance?,SABER.TECH.GOAL8.LVL1,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 7: Supporting teachers to improve instruction,SABER.TECH.GOAL7,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 7 Lever 3: Is teacher professional development assigned based on perceived needs?,SABER.TECH.GOAL7.LVL3,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 7 Lever 2: Is teacher professional development collaborative and focused on instructional improvement?,SABER.TECH.GOAL7.LVL2,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 2: Teacher appointment and deployment,SABER.PRVT.GOAL1.LVL2,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 6: Monitoring teaching and learning,SABER.TECH.GOAL6,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 6 Lever 3: Are there multiple mechanisms to evaluate teacher performance?,SABER.TECH.GOAL6.LVL3,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 6 Lever 2: Are there systems in place to monitor teacher performance?,SABER.TECH.GOAL6.LVL2,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 6 Lever 1: Are there systems in place to assess student learning in order to inform teaching and policy?,SABER.TECH.GOAL6.LVL1,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 5: Leading teachers with strong principals,SABER.TECH.GOAL5,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 5 Lever 2: Are principals expected to support and improve instructional practice?,SABER.TECH.GOAL5.LVL2,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 5 Lever 1: Does the education system invest in developing qualified school leaders?,SABER.TECH.GOAL5.LVL1,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 4: Matching teachers' skills with students' needs,SABER.TECH.GOAL4,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 4 Lever 2: Are there incentives for teachers to teach critical shortage subjects?,SABER.TECH.GOAL4.LVL2,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 4 Lever 1: Are there incentives for teachers to work at hard-to-staff schools?,SABER.TECH.GOAL4.LVL1,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 3: Preparing teachers with useful Training and experience,SABER.TECH.GOAL3,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 3 Lever 2: To what extent are teacher-entrants required to be familiar with classroom practice?,SABER.TECH.GOAL3.LVL2,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 3 Lever 1: Are there minimum standards for pre-service teaching education programs?,SABER.TECH.GOAL3.LVL1,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 2: Attracting the best into teaching,SABER.TECH.GOAL2,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 1: Setting clear expectations for teachers,SABER.TECH.GOAL1,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 1 Lever 1: Are there clear expectations for teachers?,SABER.TECH.GOAL1.LVL1,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 1 Lever 2: Is there useful guidance on the use of teachers' working time?,SABER.TECH.GOAL1.LVL2,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (School Autonomy Accountability) Policy Goal 2 Lever 1: Autonomy in teacher appointment and deployment decisions,SABER.SCH.ATNM.GOAL2.LVL1,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (School Autonomy Accountability) Policy Goal 1 Lever 3: Legal authority over the management of teacher salaries,SABER.SCH.ATNM.GOAL1.LVL3,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 4: Teacher dismissal,SABER.PRVT.GOAL1.LVL4,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,SABER: (Teachers) Policy Goal 7 Lever 1: Are there opportunities for professional development?,SABER.TECH.GOAL7.LVL1,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,Pupil-teacher ratio in secondary education (headcount basis),SE.SEC.ENRL.TC.ZS,13.42658,13.47338,13.57792,13.39031,13.27901,13.1522,13.0413,12.79794,12.66096,12.78276,12.75637,12.56507,13.29048,,
Europe & Central Asia (developing only),ECA,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,Pupil-teacher ratio in lower secondary education (headcount basis),UIS.PTRHC.2,13.73617,13.68357,13.76035,13.83869,13.84783,13.70252,13.59029,13.40241,13.18201,13.24578,13.14337,13.06096,13.46361,,
Europe & Central Asia (developing only),ECA,Pupil-teacher ratio in upper secondary education (headcount basis),UIS.PTRHC.3,12.82504,13.07956,13.26299,12.65663,12.38904,12.31494,12.2284,11.91233,11.92765,12.14254,12.2424,11.92357,13.05238,,
Europe & Central Asia (developing only),ECA,"Teachers in lower secondary education, both sexes (number)",UIS.T.2,1404506.875,1401482,1372848.75,1325932.125,1287762.25,1285091.125,1269422.875,1258795.375,1243106.25,1216690.375,1192611.375,1166554.125,1235800.125,,
Europe & Central Asia (developing only),ECA,"Teachers in upper secondary education, both sexes (number)",UIS.T.3,722847.1875,747988.125,795199.9375,810312.875,823055.75,844691.25,857297.25,859190.3125,883285.6875,879942.75,897984.6875,901780.875,898641.875,,
Europe & Central Asia (developing only),ECA,"Percentage of teachers in upper secondary education who are trained, both sexes (%)",UIS.TRTP.3,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,"Percentage of teachers in lower secondary education who are trained, both sexes (%)",UIS.TRTP.2,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,Government expenditure per secondary student as % of GDP per capita (%),SE.XPD.SECO.PC.ZS,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1415598226705.66,1492173231995.23,1598516456705.46,1826213421701.3,2033862842743.93,2328965741773.82,2590175347033.56,2842540108852.56,2785020454404.92,3008149326247.5,3280931926242.52,3409237331314.11,3568641212760.57,3675151025402.75,
Europe & Central Asia (developing only),ECA,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 3: Teacher salaries,SABER.PRVT.GOAL1.LVL3,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 1: Teacher standards,SABER.PRVT.GOAL1.LVL1,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 2 Lever 1: Are entry requirements set up to attract talented candidates?,SABER.TECH.GOAL2.LVL1,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 2 Lever 2: Is teacher pay appealing for talented candidates?,SABER.TECH.GOAL2.LVL2,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 2 Lever 3: Are working conditions appealing for talented applicants?,SABER.TECH.GOAL2.LVL3,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 2 Lever 4: Are there attractive career opportunities?,SABER.TECH.GOAL2.LVL4,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 8: Motivating teachers to perform,SABER.TECH.GOAL8,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 8 Lever 3: Is teacher compensation linked to performance?,SABER.TECH.GOAL8.LVL3,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 8 Lever 2: Are there mechanisms to hold teachers accountable?,SABER.TECH.GOAL8.LVL2,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 8 Lever 1: Are career opportunities linked to performance?,SABER.TECH.GOAL8.LVL1,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 7: Supporting teachers to improve instruction,SABER.TECH.GOAL7,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 7 Lever 3: Is teacher professional development assigned based on perceived needs?,SABER.TECH.GOAL7.LVL3,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 7 Lever 2: Is teacher professional development collaborative and focused on instructional improvement?,SABER.TECH.GOAL7.LVL2,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 2: Teacher appointment and deployment,SABER.PRVT.GOAL1.LVL2,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 6: Monitoring teaching and learning,SABER.TECH.GOAL6,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 6 Lever 3: Are there multiple mechanisms to evaluate teacher performance?,SABER.TECH.GOAL6.LVL3,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 6 Lever 2: Are there systems in place to monitor teacher performance?,SABER.TECH.GOAL6.LVL2,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 6 Lever 1: Are there systems in place to assess student learning in order to inform teaching and policy?,SABER.TECH.GOAL6.LVL1,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 5: Leading teachers with strong principals,SABER.TECH.GOAL5,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 5 Lever 2: Are principals expected to support and improve instructional practice?,SABER.TECH.GOAL5.LVL2,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 5 Lever 1: Does the education system invest in developing qualified school leaders?,SABER.TECH.GOAL5.LVL1,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 4: Matching teachers' skills with students' needs,SABER.TECH.GOAL4,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 4 Lever 2: Are there incentives for teachers to teach critical shortage subjects?,SABER.TECH.GOAL4.LVL2,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 4 Lever 1: Are there incentives for teachers to work at hard-to-staff schools?,SABER.TECH.GOAL4.LVL1,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 3: Preparing teachers with useful Training and experience,SABER.TECH.GOAL3,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 3 Lever 2: To what extent are teacher-entrants required to be familiar with classroom practice?,SABER.TECH.GOAL3.LVL2,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 3 Lever 1: Are there minimum standards for pre-service teaching education programs?,SABER.TECH.GOAL3.LVL1,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 2: Attracting the best into teaching,SABER.TECH.GOAL2,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 1: Setting clear expectations for teachers,SABER.TECH.GOAL1,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 1 Lever 1: Are there clear expectations for teachers?,SABER.TECH.GOAL1.LVL1,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 1 Lever 2: Is there useful guidance on the use of teachers' working time?,SABER.TECH.GOAL1.LVL2,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (School Autonomy Accountability) Policy Goal 2 Lever 1: Autonomy in teacher appointment and deployment decisions,SABER.SCH.ATNM.GOAL2.LVL1,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (School Autonomy Accountability) Policy Goal 1 Lever 3: Legal authority over the management of teacher salaries,SABER.SCH.ATNM.GOAL1.LVL3,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 4: Teacher dismissal,SABER.PRVT.GOAL1.LVL4,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,SABER: (Teachers) Policy Goal 7 Lever 1: Are there opportunities for professional development?,SABER.TECH.GOAL7.LVL1,,,,,,,,,,,,,,,
European Union,EUU,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,,,,,,,
European Union,EUU,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,,,,,,,
European Union,EUU,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,,,,,,,,,,,,,,,
European Union,EUU,Pupil-teacher ratio in secondary education (headcount basis),SE.SEC.ENRL.TC.ZS,12.24899,12.27292,12.24387,11.9273,11.59221,11.55409,11.40534,11.47504,11.5098,11.57105,11.50215,11.57438,11.84722,,
European Union,EUU,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,,,,,,,,,,,,,,,
European Union,EUU,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,,,,,,,,,,,,,,,
European Union,EUU,Pupil-teacher ratio in lower secondary education (headcount basis),UIS.PTRHC.2,12.54502,12.55941,12.50953,12.23068,11.97426,11.83496,11.59754,11.5273,11.56473,11.58376,11.47046,11.57002,11.65961,,
European Union,EUU,Pupil-teacher ratio in upper secondary education (headcount basis),UIS.PTRHC.3,11.94549,11.96641,11.96035,11.60122,11.19686,11.26056,11.20647,11.42004,11.45135,11.55757,11.53648,11.57909,12.03041,,
European Union,EUU,"Teachers in lower secondary education, both sexes (number)",UIS.T.2,1880943.125,1924093.875,1921963.875,1921315.125,1946965.75,1926679.75,1914205.5,1904415.875,1887313,1872703.125,1862852,1822426.375,1798551.625,,
European Union,EUU,"Teachers in upper secondary education, both sexes (number)",UIS.T.3,1834692,1798440.25,1800929.125,1787495.375,1881443,1843478.125,1849938.375,1809489.875,1774000.375,1764797.875,1719574.875,1686890.75,1841883.375,,
European Union,EUU,"Percentage of teachers in upper secondary education who are trained, both sexes (%)",UIS.TRTP.3,,,,,,,,,,,,,,,
European Union,EUU,"Percentage of teachers in lower secondary education who are trained, both sexes (%)",UIS.TRTP.2,,,,,,,,,,,,,,,
European Union,EUU,Government expenditure per secondary student as % of GDP per capita (%),SE.XPD.SECO.PC.ZS,,,,,,,,,,,,,,,
European Union,EUU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,11604376917181.7,12078349741346.2,12424180123205.6,13075204063945.8,13740637564087.1,14959182195583,15879014759918.8,16611699901797.3,16329691380550.3,16743873720901.2,17481655149242.5,17514236826757.3,17990117485612,,
European Union,EUU,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 3: Teacher salaries,SABER.PRVT.GOAL1.LVL3,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 1: Teacher standards,SABER.PRVT.GOAL1.LVL1,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 2 Lever 1: Are entry requirements set up to attract talented candidates?,SABER.TECH.GOAL2.LVL1,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 2 Lever 2: Is teacher pay appealing for talented candidates?,SABER.TECH.GOAL2.LVL2,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 2 Lever 3: Are working conditions appealing for talented applicants?,SABER.TECH.GOAL2.LVL3,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 2 Lever 4: Are there attractive career opportunities?,SABER.TECH.GOAL2.LVL4,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 8: Motivating teachers to perform,SABER.TECH.GOAL8,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 8 Lever 3: Is teacher compensation linked to performance?,SABER.TECH.GOAL8.LVL3,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 8 Lever 2: Are there mechanisms to hold teachers accountable?,SABER.TECH.GOAL8.LVL2,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 8 Lever 1: Are career opportunities linked to performance?,SABER.TECH.GOAL8.LVL1,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 7: Supporting teachers to improve instruction,SABER.TECH.GOAL7,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 7 Lever 3: Is teacher professional development assigned based on perceived needs?,SABER.TECH.GOAL7.LVL3,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 7 Lever 2: Is teacher professional development collaborative and focused on instructional improvement?,SABER.TECH.GOAL7.LVL2,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 2: Teacher appointment and deployment,SABER.PRVT.GOAL1.LVL2,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 6: Monitoring teaching and learning,SABER.TECH.GOAL6,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 6 Lever 3: Are there multiple mechanisms to evaluate teacher performance?,SABER.TECH.GOAL6.LVL3,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 6 Lever 2: Are there systems in place to monitor teacher performance?,SABER.TECH.GOAL6.LVL2,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 6 Lever 1: Are there systems in place to assess student learning in order to inform teaching and policy?,SABER.TECH.GOAL6.LVL1,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 5: Leading teachers with strong principals,SABER.TECH.GOAL5,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 5 Lever 2: Are principals expected to support and improve instructional practice?,SABER.TECH.GOAL5.LVL2,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 5 Lever 1: Does the education system invest in developing qualified school leaders?,SABER.TECH.GOAL5.LVL1,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 4: Matching teachers' skills with students' needs,SABER.TECH.GOAL4,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 4 Lever 2: Are there incentives for teachers to teach critical shortage subjects?,SABER.TECH.GOAL4.LVL2,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 4 Lever 1: Are there incentives for teachers to work at hard-to-staff schools?,SABER.TECH.GOAL4.LVL1,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 3: Preparing teachers with useful Training and experience,SABER.TECH.GOAL3,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 3 Lever 2: To what extent are teacher-entrants required to be familiar with classroom practice?,SABER.TECH.GOAL3.LVL2,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 3 Lever 1: Are there minimum standards for pre-service teaching education programs?,SABER.TECH.GOAL3.LVL1,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 2: Attracting the best into teaching,SABER.TECH.GOAL2,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 1: Setting clear expectations for teachers,SABER.TECH.GOAL1,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 1 Lever 1: Are there clear expectations for teachers?,SABER.TECH.GOAL1.LVL1,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 1 Lever 2: Is there useful guidance on the use of teachers' working time?,SABER.TECH.GOAL1.LVL2,,,,,,,,,,,,,,,
European Union,EUU,SABER: (School Autonomy Accountability) Policy Goal 2 Lever 1: Autonomy in teacher appointment and deployment decisions,SABER.SCH.ATNM.GOAL2.LVL1,,,,,,,,,,,,,,,
European Union,EUU,SABER: (School Autonomy Accountability) Policy Goal 1 Lever 3: Legal authority over the management of teacher salaries,SABER.SCH.ATNM.GOAL1.LVL3,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 4: Teacher dismissal,SABER.PRVT.GOAL1.LVL4,,,,,,,,,,,,,,,
European Union,EUU,SABER: (Teachers) Policy Goal 7 Lever 1: Are there opportunities for professional development?,SABER.TECH.GOAL7.LVL1,,,,,,,,,,,,,,,
Faeroe Islands,FRO,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,,,,,,,
Faeroe Islands,FRO,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,,,,,,,
Faeroe Islands,FRO,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,,,,,,,,,,,,,,,
Faeroe Islands,FRO,Pupil-teacher ratio in secondary education (headcount basis),SE.SEC.ENRL.TC.ZS,,,,,,,,,,,,,,,
Faeroe Islands,FRO,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,,,,,,,,,,,,,,,
Faeroe Islands,FRO,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,,,,,,,,,,,,,,,
Faeroe Islands,FRO,Pupil-teacher ratio in lower secondary education (headcount basis),UIS.PTRHC.2,,,,,,,,,,,,,,,
Faeroe Islands,FRO,Pupil-teacher ratio in upper secondary education (headcount basis),UIS.PTRHC.3,,,,,,,,,,,,,,,
Faeroe Islands,FRO,"Teachers in lower secondary education, both sexes (number)",UIS.T.2,,,,,,,,,,,,,,,
Faeroe Islands,FRO,"Teachers in upper secondary education, both sexes (number)",UIS.T.3,,,,,,,,,,,,,,,
Faeroe Islands,FRO,"Percentage of teachers in upper secondary education who are trained, both sexes (%)",UIS.TRTP.3,,,,,,,,,,,,,,,
Faeroe Islands,FRO,"Percentage of teachers in lower secondary education who are trained, both sexes (%)",UIS.TRTP.2,,,,,,,,,,,,,,,
Faeroe Islands,FRO,Government expenditure per secondary student as % of GDP per capita (%),SE.XPD.SECO.PC.ZS,,,,,,,,,,,,,,,
Faeroe Islands,FRO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,
Faeroe Islands,FRO,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 3: Teacher salaries,SABER.PRVT.GOAL1.LVL3,,,,,,,,,,,,,,,
Faeroe Islands,FRO,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 1: Teacher standards,SABER.PRVT.GOAL1.LVL1,,,,,,,,,,,,,,,
Faeroe Islands,FRO,SABER: (Teachers) Policy Goal 2 Lever 1: Are entry requirements set up to attract talented candidates?,SABER.TECH.GOAL2.LVL1,,,,,,,,,,,,,,,
Faeroe Islands,FRO,SABER: (Teachers) Policy Goal 2 Lever 2: Is teacher pay appealing for talented candidates?,SABER.TECH.GOAL2.LVL2,,,,,,,,,,,,,,,
Faeroe Islands,FRO,SABER: (Teachers) Policy Goal 2 Lever 3: Are working conditions appealing for talented applicants?,SABER.TECH.GOAL2.LVL3,,,,,,,,,,,,,,,
Faeroe Islands,FRO,SABER: (Teachers) Policy Goal 2 Lever 4: Are there attractive career opportunities?,SABER.TECH.GOAL2.LVL4,,,,,,,,,,,,,,,
Faeroe Islands,FRO,SABER: (Teachers) Policy Goal 8: Motivating teachers to perform,SABER.TECH.GOAL8,,,,,,,,,,,,,,,
Faeroe Islands,FRO,SABER: (Teachers) Policy Goal 8 Lever 3: Is teacher compensation linked to performance?,SABER.TECH.GOAL8.LVL3,,,,,,,,,,,,,,,
Faeroe Islands,FRO,SABER: (Teachers) Policy Goal 8 Lever 2: Are there mechanisms to hold teachers accountable?,SABER.TECH.GOAL8.LVL2,,,,,,,,,,,,,,,
Faeroe Islands,FRO,SABER: (Teachers) Policy Goal 8 Lever 1: Are career opportunities linked to performance?,SABER.TECH.GOAL8.LVL1,,,,,,,,,,,,,,,
Faeroe Islands,FRO,SABER: (Teachers) Policy Goal 7: Supporting teachers to improve instruction,SABER.TECH.GOAL7,,,,,,,,,,,,,,,
Faeroe Islands,FRO,SABER: (Teachers) Policy Goal 7 Lever 3: Is teacher professional development assigned based on perceived needs?,SABER.TECH.GOAL7.LVL3,,,,,,,,,,,,,,,
Faeroe Islands,FRO,SABER: (Teachers) Policy Goal 7 Lever 2: Is teacher professional development collaborative and focused on instructional improvement?,SABER.TECH.GOAL7.LVL2,,,,,,,,,,,,,,,
Faeroe Islands,FRO,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 2: Teacher appointment and deployment,SABER.PRVT.GOAL1.LVL2,,,,,,,,,,,,,,,
Faeroe Islands,FRO,SABER: (Teachers) Policy Goal 6: Monitoring teaching and learning,SABER.TECH.GOAL6,,,,,,,,,,,,,,,
Faeroe Islands,FRO,SABER: (Teachers) Policy Goal 6 Lever 3: Are there multiple mechanisms to evaluate teacher performance?,SABER.TECH.GOAL6.LVL3,,,,,,,,,,,,,,,
Faeroe Islands,FRO,SABER: (Teachers) Policy Goal 6 Lever 2: Are there systems in place to monitor teacher performance?,SABER.TECH.GOAL6.LVL2,,,,,,,,,,,,,,,
